Processing: NKDUSCAN.dll
Processing: NKDSBP2.dll
Processing: ICEDLL.dll
Processing: ICENKNL1.dll
Processing: ICENKNX2.dll
Processing: LS4000.md3
Processing: LS5000.md3
Processing: LS8000.md3
Processing: LS9000.md3
Processing: NikonScan4.ds
Processing: DRAGNKL1.dll
Processing: DRAGNKX2.dll
--- EXPORTS ---
binary,name,ordinal,rva,forwarder
NKDSBP2.dll,KERNEL32.dll,GetOEMCP,,531
NKDSBP2.dll,KERNEL32.dll,IsValidCodePage,,731
NKDSBP2.dll,KERNEL32.dll,MultiByteToWideChar,,794
NKDSBP2.dll,KERNEL32.dll,GetLocaleInfoA,,488
NKDSBP2.dll,KERNEL32.dll,VirtualAlloc,,1108
NKDSBP2.dll,KERNEL32.dll,HeapReAlloc,,676
NKDSBP2.dll,KERNEL32.dll,HeapSize,,678
NKDSBP2.dll,KERNEL32.dll,GetStringTypeA,,573
NKDSBP2.dll,KERNEL32.dll,GetStringTypeW,,576
NKDSBP2.dll,KERNEL32.dll,LCMapStringA,,737
NKDSBP2.dll,KERNEL32.dll,LCMapStringW,,739
NKDSBP2.dll,STI.dll,StiCreateInstanceW,,6
ICEDLL.dll,KERNEL32.dll,FreeEnvironmentStringsA,,178
ICEDLL.dll,KERNEL32.dll,GetSystemTimeAsFileTime,,351
ICEDLL.dll,KERNEL32.dll,ExitProcess,,125
ICEDLL.dll,KERNEL32.dll,TerminateProcess,,670
ICEDLL.dll,KERNEL32.dll,GetCurrentProcess,,247
ICEDLL.dll,KERNEL32.dll,HeapAlloc,,409
ICEDLL.dll,KERNEL32.dll,HeapFree,,415
ICEDLL.dll,KERNEL32.dll,HeapReAlloc,,418
ICEDLL.dll,KERNEL32.dll,GetCommandLineA,,202
ICEDLL.dll,KERNEL32.dll,GetVersion,,372
ICEDLL.dll,KERNEL32.dll,GetProcAddress,,318
ICEDLL.dll,KERNEL32.dll,GetModuleHandleA,,294
ICEDLL.dll,KERNEL32.dll,GetCurrentThreadId,,250
ICEDLL.dll,KERNEL32.dll,TlsSetValue,,677
ICEDLL.dll,KERNEL32.dll,TlsAlloc,,674
ICEDLL.dll,KERNEL32.dll,TlsFree,,675
ICEDLL.dll,KERNEL32.dll,SetLastError,,625
ICEDLL.dll,KERNEL32.dll,TlsGetValue,,676
ICEDLL.dll,KERNEL32.dll,GetLastError,,282
ICEDLL.dll,KERNEL32.dll,InitializeCriticalSection,,426
ICEDLL.dll,KERNEL32.dll,DeleteCriticalSection,,85
ICEDLL.dll,KERNEL32.dll,EnterCriticalSection,,102
ICEDLL.dll,KERNEL32.dll,LeaveCriticalSection,,449
ICEDLL.dll,KERNEL32.dll,HeapDestroy,,413
ICEDLL.dll,KERNEL32.dll,HeapCreate,,411
ICEDLL.dll,KERNEL32.dll,VirtualFree,,703
ICEDLL.dll,KERNEL32.dll,VirtualAlloc,,699
ICEDLL.dll,KERNEL32.dll,IsBadWritePtr,,440
ICEDLL.dll,KERNEL32.dll,SetHandleCount,,621
ICEDLL.dll,KERNEL32.dll,GetStdHandle,,338
ICEDLL.dll,KERNEL32.dll,GetFileType,,277
ICEDLL.dll,KERNEL32.dll,GetStartupInfoA,,336
ICEDLL.dll,KERNEL32.dll,GetModuleFileNameA,,292
ICEDLL.dll,KERNEL32.dll,RtlUnwind,,559
ICEDLL.dll,KERNEL32.dll,FreeEnvironmentStringsW,,179
ICEDLL.dll,KERNEL32.dll,WideCharToMultiByte,,722
ICEDLL.dll,KERNEL32.dll,GetEnvironmentStrings,,262
ICEDLL.dll,KERNEL32.dll,GetEnvironmentStringsW,,264
ICEDLL.dll,KERNEL32.dll,WriteFile,,735
ICEDLL.dll,KERNEL32.dll,InterlockedDecrement,,429
ICEDLL.dll,KERNEL32.dll,InterlockedIncrement,,432
ICEDLL.dll,KERNEL32.dll,SetUnhandledExceptionFilter,,651
ICEDLL.dll,KERNEL32.dll,IsBadReadPtr,,437
ICEDLL.dll,KERNEL32.dll,IsBadCodePtr,,434
ICEDLL.dll,KERNEL32.dll,GetCPInfo,,191
ICEDLL.dll,KERNEL32.dll,GetACP,,185
ICEDLL.dll,KERNEL32.dll,GetOEMCP,,305
ICEDLL.dll,KERNEL32.dll,LoadLibraryA,,450
ICEDLL.dll,KERNEL32.dll,MultiByteToWideChar,,484
ICEDLL.dll,KERNEL32.dll,GetStringTypeA,,339
ICEDLL.dll,KERNEL32.dll,GetStringTypeW,,342
ICEDLL.dll,KERNEL32.dll,LCMapStringA,,447
ICEDLL.dll,KERNEL32.dll,LCMapStringW,,448
ICENKNL1.dll,KERNEL32.dll,VirtualFree,,703
ICENKNL1.dll,KERNEL32.dll,GetCommandLineA,,202
ICENKNL1.dll,KERNEL32.dll,GetVersion,,372
ICENKNL1.dll,KERNEL32.dll,GetSystemTimeAsFileTime,,351
ICENKNL1.dll,KERNEL32.dll,HeapReAlloc,,418
ICENKNL1.dll,KERNEL32.dll,HeapAlloc,,409
ICENKNL1.dll,KERNEL32.dll,HeapFree,,415
ICENKNL1.dll,KERNEL32.dll,ExitProcess,,125
ICENKNL1.dll,KERNEL32.dll,TerminateProcess,,670
ICENKNL1.dll,KERNEL32.dll,GetCurrentProcess,,247
ICENKNL1.dll,KERNEL32.dll,GetCurrentThreadId,,250
ICENKNL1.dll,KERNEL32.dll,TlsSetValue,,677
ICENKNL1.dll,KERNEL32.dll,TlsAlloc,,674
ICENKNL1.dll,KERNEL32.dll,TlsFree,,675
ICENKNL1.dll,KERNEL32.dll,SetLastError,,625
ICENKNL1.dll,KERNEL32.dll,TlsGetValue,,676
ICENKNL1.dll,KERNEL32.dll,GetLastError,,282
ICENKNL1.dll,KERNEL32.dll,GetProcAddress,,318
ICENKNL1.dll,KERNEL32.dll,GetModuleHandleA,,294
ICENKNL1.dll,KERNEL32.dll,SetHandleCount,,621
ICENKNL1.dll,KERNEL32.dll,GetStdHandle,,338
ICENKNL1.dll,KERNEL32.dll,GetFileType,,277
ICENKNL1.dll,KERNEL32.dll,GetStartupInfoA,,336
ICENKNL1.dll,KERNEL32.dll,DeleteCriticalSection,,85
ICENKNL1.dll,KERNEL32.dll,GetModuleFileNameA,,292
ICENKNL1.dll,KERNEL32.dll,FreeEnvironmentStringsA,,178
ICENKNL1.dll,KERNEL32.dll,FreeEnvironmentStringsW,,179
ICENKNL1.dll,KERNEL32.dll,WideCharToMultiByte,,722
ICENKNL1.dll,KERNEL32.dll,GetEnvironmentStrings,,262
ICENKNL1.dll,KERNEL32.dll,GetEnvironmentStringsW,,264
ICENKNL1.dll,KERNEL32.dll,GetEnvironmentVariableA,,265
ICENKNL1.dll,KERNEL32.dll,GetVersionExA,,373
ICENKNL1.dll,KERNEL32.dll,HeapDestroy,,413
ICENKNL1.dll,KERNEL32.dll,HeapCreate,,411
ICENKNL1.dll,KERNEL32.dll,RtlUnwind,,559
ICENKNL1.dll,KERNEL32.dll,WriteFile,,735
ICENKNL1.dll,KERNEL32.dll,VirtualAlloc,,699
ICENKNL1.dll,KERNEL32.dll,IsBadWritePtr,,440
ICENKNL1.dll,KERNEL32.dll,InitializeCriticalSection,,426
ICENKNL1.dll,KERNEL32.dll,EnterCriticalSection,,102
ICENKNL1.dll,KERNEL32.dll,LeaveCriticalSection,,449
ICENKNL1.dll,KERNEL32.dll,SetUnhandledExceptionFilter,,651
ICENKNL1.dll,KERNEL32.dll,IsBadReadPtr,,437
ICENKNL1.dll,KERNEL32.dll,IsBadCodePtr,,434
ICENKNL1.dll,KERNEL32.dll,InterlockedDecrement,,429
ICENKNL1.dll,KERNEL32.dll,InterlockedIncrement,,432
ICENKNL1.dll,KERNEL32.dll,GetCPInfo,,191
ICENKNL1.dll,KERNEL32.dll,GetACP,,185
ICENKNL1.dll,KERNEL32.dll,GetOEMCP,,305
ICENKNL1.dll,KERNEL32.dll,LoadLibraryA,,450
ICENKNL1.dll,KERNEL32.dll,MultiByteToWideChar,,484
ICENKNL1.dll,KERNEL32.dll,GetStringTypeA,,339
ICENKNL1.dll,KERNEL32.dll,GetStringTypeW,,342
ICENKNL1.dll,KERNEL32.dll,LCMapStringA,,447
ICENKNL1.dll,KERNEL32.dll,LCMapStringW,,448
ICENKNX2.dll,KERNEL32.dll,VirtualFree,,703
ICENKNX2.dll,KERNEL32.dll,GetCommandLineA,,202
ICENKNX2.dll,KERNEL32.dll,GetVersion,,372
ICENKNX2.dll,KERNEL32.dll,GetSystemTimeAsFileTime,,351
ICENKNX2.dll,KERNEL32.dll,HeapReAlloc,,418
ICENKNX2.dll,KERNEL32.dll,HeapAlloc,,409
ICENKNX2.dll,KERNEL32.dll,HeapFree,,415
ICENKNX2.dll,KERNEL32.dll,ExitProcess,,125
ICENKNX2.dll,KERNEL32.dll,TerminateProcess,,670
ICENKNX2.dll,KERNEL32.dll,GetCurrentProcess,,247
ICENKNX2.dll,KERNEL32.dll,GetCurrentThreadId,,250
ICENKNX2.dll,KERNEL32.dll,TlsSetValue,,677
ICENKNX2.dll,KERNEL32.dll,TlsAlloc,,674
ICENKNX2.dll,KERNEL32.dll,TlsFree,,675
ICENKNX2.dll,KERNEL32.dll,SetLastError,,625
ICENKNX2.dll,KERNEL32.dll,TlsGetValue,,676
ICENKNX2.dll,KERNEL32.dll,GetLastError,,282
ICENKNX2.dll,KERNEL32.dll,GetProcAddress,,318
ICENKNX2.dll,KERNEL32.dll,GetModuleHandleA,,294
ICENKNX2.dll,KERNEL32.dll,SetHandleCount,,621
ICENKNX2.dll,KERNEL32.dll,GetStdHandle,,338
ICENKNX2.dll,KERNEL32.dll,GetFileType,,277
ICENKNX2.dll,KERNEL32.dll,GetStartupInfoA,,336
ICENKNX2.dll,KERNEL32.dll,DeleteCriticalSection,,85
ICENKNX2.dll,KERNEL32.dll,GetModuleFileNameA,,292
ICENKNX2.dll,KERNEL32.dll,FreeEnvironmentStringsA,,178
ICENKNX2.dll,KERNEL32.dll,FreeEnvironmentStringsW,,179
ICENKNX2.dll,KERNEL32.dll,WideCharToMultiByte,,722
ICENKNX2.dll,KERNEL32.dll,GetEnvironmentStrings,,262
ICENKNX2.dll,KERNEL32.dll,GetEnvironmentStringsW,,264
ICENKNX2.dll,KERNEL32.dll,GetEnvironmentVariableA,,265
ICENKNX2.dll,KERNEL32.dll,GetVersionExA,,373
ICENKNX2.dll,KERNEL32.dll,HeapDestroy,,413
ICENKNX2.dll,KERNEL32.dll,HeapCreate,,411
ICENKNX2.dll,KERNEL32.dll,RtlUnwind,,559
ICENKNX2.dll,KERNEL32.dll,WriteFile,,735
ICENKNX2.dll,KERNEL32.dll,VirtualAlloc,,699
ICENKNX2.dll,KERNEL32.dll,IsBadWritePtr,,440
ICENKNX2.dll,KERNEL32.dll,InitializeCriticalSection,,426
ICENKNX2.dll,KERNEL32.dll,EnterCriticalSection,,102
ICENKNX2.dll,KERNEL32.dll,LeaveCriticalSection,,449
ICENKNX2.dll,KERNEL32.dll,SetUnhandledExceptionFilter,,651
ICENKNX2.dll,KERNEL32.dll,IsBadReadPtr,,437
ICENKNX2.dll,KERNEL32.dll,IsBadCodePtr,,434
ICENKNX2.dll,KERNEL32.dll,InterlockedDecrement,,429
ICENKNX2.dll,KERNEL32.dll,InterlockedIncrement,,432
ICENKNX2.dll,KERNEL32.dll,GetCPInfo,,191
ICENKNX2.dll,KERNEL32.dll,GetACP,,185
ICENKNX2.dll,KERNEL32.dll,GetOEMCP,,305
ICENKNX2.dll,KERNEL32.dll,LoadLibraryA,,450
ICENKNX2.dll,KERNEL32.dll,MultiByteToWideChar,,484
ICENKNX2.dll,KERNEL32.dll,GetStringTypeA,,339
ICENKNX2.dll,KERNEL32.dll,GetStringTypeW,,342
ICENKNX2.dll,KERNEL32.dll,LCMapStringA,,447
ICENKNX2.dll,KERNEL32.dll,LCMapStringW,,448
LS4000.md3,SHFOLDER.dll,SHGetFolderPathA,,0
LS4000.md3,SETUPAPI.dll,SetupDiGetDeviceRegistryPropertyA,,325
LS4000.md3,SETUPAPI.dll,SetupDiEnumDeviceInfo,,286
LS4000.md3,SETUPAPI.dll,SetupDiGetClassDevsA,,301
LS4000.md3,SETUPAPI.dll,SetupDiClassGuidsFromNameA,,259
LS4000.md3,SETUPAPI.dll,SetupDiDestroyDeviceInfoList,,283
LS4000.md3,KERNEL32.dll,GetCurrentProcessId,,304
LS4000.md3,KERNEL32.dll,GetTickCount,,446
LS4000.md3,KERNEL32.dll,FreeLibrary,,229
LS4000.md3,KERNEL32.dll,GetProcAddress,,393
LS4000.md3,KERNEL32.dll,LoadLibraryA,,558
LS4000.md3,KERNEL32.dll,lstrlenA,,926
LS4000.md3,KERNEL32.dll,GetModuleFileNameA,,357
LS4000.md3,KERNEL32.dll,CreateDirectoryA,,66
LS4000.md3,KERNEL32.dll,GetLastError,,346
LS4000.md3,KERNEL32.dll,GetVersionExA,,456
LS4000.md3,KERNEL32.dll,InitializeCriticalSection,,514
LS4000.md3,KERNEL32.dll,DeleteCriticalSection,,118
LS4000.md3,KERNEL32.dll,EnterCriticalSection,,139
LS4000.md3,KERNEL32.dll,LeaveCriticalSection,,557
LS4000.md3,KERNEL32.dll,CloseHandle,,44
LS4000.md3,KERNEL32.dll,WaitForSingleObject,,869
LS4000.md3,KERNEL32.dll,LocalFree,,568
LS4000.md3,KERNEL32.dll,LocalAlloc,,564
LS4000.md3,KERNEL32.dll,Sleep,,809
LS4000.md3,KERNEL32.dll,lstrcpyA,,920
LS4000.md3,KERNEL32.dll,lstrcatA,,911
LS4000.md3,KERNEL32.dll,RaiseException,,643
LS4000.md3,KERNEL32.dll,CreateFileA,,74
LS4000.md3,KERNEL32.dll,LoadResource,,563
LS4000.md3,KERNEL32.dll,FindResourceA,,212
LS4000.md3,KERNEL32.dll,QueryPerformanceCounter,,638
LS4000.md3,KERNEL32.dll,FlushFileBuffers,,219
LS4000.md3,KERNEL32.dll,SetStdHandle,,780
LS4000.md3,KERNEL32.dll,GetStringTypeW,,418
LS4000.md3,KERNEL32.dll,GetStringTypeA,,415
LS4000.md3,KERNEL32.dll,GetLocaleInfoA,,349
LS4000.md3,KERNEL32.dll,SetEndOfFile,,744
LS4000.md3,KERNEL32.dll,CreateThread,,101
LS4000.md3,KERNEL32.dll,GetCPInfo,,241
LS4000.md3,KERNEL32.dll,GetOEMCP,,380
LS4000.md3,KERNEL32.dll,RtlUnwind,,689
LS4000.md3,KERNEL32.dll,HeapAlloc,,495
LS4000.md3,KERNEL32.dll,HeapFree,,501
LS4000.md3,KERNEL32.dll,GetSystemTimeAsFileTime,,428
LS4000.md3,KERNEL32.dll,ExitThread,,172
LS4000.md3,KERNEL32.dll,GetCurrentThreadId,,306
LS4000.md3,KERNEL32.dll,TlsSetValue,,825
LS4000.md3,KERNEL32.dll,TlsGetValue,,824
LS4000.md3,KERNEL32.dll,DeleteFileA,,120
LS4000.md3,KERNEL32.dll,GetCommandLineA,,253
LS4000.md3,KERNEL32.dll,TlsFree,,823
LS4000.md3,KERNEL32.dll,SetLastError,,766
LS4000.md3,KERNEL32.dll,TlsAlloc,,822
LS4000.md3,KERNEL32.dll,SetUnhandledExceptionFilter,,797
LS4000.md3,KERNEL32.dll,HeapReAlloc,,505
LS4000.md3,KERNEL32.dll,ExitProcess,,171
LS4000.md3,KERNEL32.dll,GetModuleHandleA,,359
LS4000.md3,KERNEL32.dll,TerminateProcess,,817
LS4000.md3,KERNEL32.dll,GetCurrentProcess,,303
LS4000.md3,KERNEL32.dll,HeapSize,,507
LS4000.md3,KERNEL32.dll,HeapDestroy,,499
LS4000.md3,KERNEL32.dll,HeapCreate,,497
LS4000.md3,KERNEL32.dll,VirtualFree,,856
LS4000.md3,KERNEL32.dll,VirtualAlloc,,853
LS4000.md3,KERNEL32.dll,IsBadWritePtr,,532
LS4000.md3,KERNEL32.dll,VirtualProtect,,859
LS4000.md3,KERNEL32.dll,GetSystemInfo,,424
LS4000.md3,KERNEL32.dll,VirtualQuery,,861
LS4000.md3,KERNEL32.dll,LCMapStringA,,544
LS4000.md3,KERNEL32.dll,WideCharToMultiByte,,873
LS4000.md3,KERNEL32.dll,MultiByteToWideChar,,593
LS4000.md3,KERNEL32.dll,LCMapStringW,,545
LS4000.md3,KERNEL32.dll,UnhandledExceptionFilter,,834
LS4000.md3,KERNEL32.dll,ReadFile,,656
LS4000.md3,KERNEL32.dll,WriteFile,,886
LS4000.md3,KERNEL32.dll,SetFilePointer,,753
LS4000.md3,KERNEL32.dll,SetHandleCount,,762
LS4000.md3,KERNEL32.dll,GetStdHandle,,414
LS4000.md3,KERNEL32.dll,GetFileType,,336
LS4000.md3,KERNEL32.dll,GetStartupInfoA,,412
LS4000.md3,KERNEL32.dll,FreeEnvironmentStringsA,,227
LS4000.md3,KERNEL32.dll,GetEnvironmentStrings,,319
LS4000.md3,KERNEL32.dll,FreeEnvironmentStringsW,,228
LS4000.md3,KERNEL32.dll,GetEnvironmentStringsW,,321
LS4000.md3,KERNEL32.dll,IsBadReadPtr,,529
LS4000.md3,KERNEL32.dll,IsBadCodePtr,,526
LS4000.md3,KERNEL32.dll,GetACP,,235
LS4000.md3,USER32.dll,CreateWindowExA,,96
LS4000.md3,USER32.dll,DefWindowProcA,,142
LS4000.md3,USER32.dll,RegisterClassA,,534
LS4000.md3,USER32.dll,GetMessageA,,314
LS4000.md3,USER32.dll,DispatchMessageA,,161
LS4000.md3,USER32.dll,TranslateMessage,,682
LS4000.md3,USER32.dll,PostMessageA,,511
LS4000.md3,USER32.dll,LoadCursorA,,439
LS4000.md3,USER32.dll,LoadIconA,,443
LS4000.md3,USER32.dll,UnregisterClassA,,691
LS4000.md3,USER32.dll,LoadStringA,,456
LS4000.md3,USER32.dll,PostQuitMessage,,513
LS4000.md3,GDI32.dll,GetStockObject,,421
LS4000.md3,ADVAPI32.dll,RegQueryValueExA,,491
LS4000.md3,ADVAPI32.dll,RegCloseKey,,456
LS4000.md3,ADVAPI32.dll,RegOpenKeyExA,,481
LS4000.md3,WINMM.dll,timeGetTime,,163
LS5000.md3,SHFOLDER.dll,SHGetFolderPathA,,0
LS5000.md3,SETUPAPI.dll,SetupDiClassGuidsFromNameA,,259
LS5000.md3,SETUPAPI.dll,SetupDiGetClassDevsA,,301
LS5000.md3,SETUPAPI.dll,SetupDiEnumDeviceInfo,,286
LS5000.md3,SETUPAPI.dll,SetupDiGetDeviceRegistryPropertyA,,325
LS5000.md3,SETUPAPI.dll,SetupDiDestroyDeviceInfoList,,283
LS5000.md3,KERNEL32.dll,GetLocaleInfoA,,349
LS5000.md3,KERNEL32.dll,FreeLibrary,,229
LS5000.md3,KERNEL32.dll,GetProcAddress,,393
LS5000.md3,KERNEL32.dll,LoadLibraryA,,558
LS5000.md3,KERNEL32.dll,lstrlenA,,926
LS5000.md3,KERNEL32.dll,GetModuleFileNameA,,357
LS5000.md3,KERNEL32.dll,CreateDirectoryA,,66
LS5000.md3,KERNEL32.dll,GetLastError,,346
LS5000.md3,KERNEL32.dll,GetVersionExA,,456
LS5000.md3,KERNEL32.dll,InitializeCriticalSection,,514
LS5000.md3,KERNEL32.dll,DeleteCriticalSection,,118
LS5000.md3,KERNEL32.dll,EnterCriticalSection,,139
LS5000.md3,KERNEL32.dll,LeaveCriticalSection,,557
LS5000.md3,KERNEL32.dll,CloseHandle,,44
LS5000.md3,KERNEL32.dll,WaitForSingleObject,,869
LS5000.md3,KERNEL32.dll,LocalFree,,568
LS5000.md3,KERNEL32.dll,LocalAlloc,,564
LS5000.md3,KERNEL32.dll,Sleep,,809
LS5000.md3,KERNEL32.dll,lstrcpyA,,920
LS5000.md3,KERNEL32.dll,lstrcatA,,911
LS5000.md3,KERNEL32.dll,RaiseException,,643
LS5000.md3,KERNEL32.dll,CreateFileA,,74
LS5000.md3,KERNEL32.dll,LoadResource,,563
LS5000.md3,KERNEL32.dll,FindResourceA,,212
LS5000.md3,KERNEL32.dll,SetEndOfFile,,744
LS5000.md3,KERNEL32.dll,GetCurrentProcessId,,304
LS5000.md3,KERNEL32.dll,GetTickCount,,446
LS5000.md3,KERNEL32.dll,QueryPerformanceCounter,,638
LS5000.md3,KERNEL32.dll,FlushFileBuffers,,219
LS5000.md3,KERNEL32.dll,SetStdHandle,,780
LS5000.md3,KERNEL32.dll,GetStringTypeW,,418
LS5000.md3,KERNEL32.dll,DeleteFileA,,120
LS5000.md3,KERNEL32.dll,SetEvent,,748
LS5000.md3,KERNEL32.dll,CreateEventA,,70
LS5000.md3,KERNEL32.dll,HeapAlloc,,495
LS5000.md3,KERNEL32.dll,RtlUnwind,,689
LS5000.md3,KERNEL32.dll,HeapFree,,501
LS5000.md3,KERNEL32.dll,GetSystemTimeAsFileTime,,428
LS5000.md3,KERNEL32.dll,ExitThread,,172
LS5000.md3,KERNEL32.dll,GetCurrentThreadId,,306
LS5000.md3,KERNEL32.dll,TlsSetValue,,825
LS5000.md3,KERNEL32.dll,TlsGetValue,,824
LS5000.md3,KERNEL32.dll,CreateThread,,101
LS5000.md3,KERNEL32.dll,GetCPInfo,,241
LS5000.md3,KERNEL32.dll,GetCommandLineA,,253
LS5000.md3,KERNEL32.dll,ResumeThread,,684
LS5000.md3,KERNEL32.dll,HeapDestroy,,499
LS5000.md3,KERNEL32.dll,HeapCreate,,497
LS5000.md3,KERNEL32.dll,VirtualFree,,856
LS5000.md3,KERNEL32.dll,VirtualAlloc,,853
LS5000.md3,KERNEL32.dll,HeapReAlloc,,505
LS5000.md3,KERNEL32.dll,IsBadWritePtr,,532
LS5000.md3,KERNEL32.dll,TlsFree,,823
LS5000.md3,KERNEL32.dll,SetLastError,,766
LS5000.md3,KERNEL32.dll,TlsAlloc,,822
LS5000.md3,KERNEL32.dll,SetUnhandledExceptionFilter,,797
LS5000.md3,KERNEL32.dll,ExitProcess,,171
LS5000.md3,KERNEL32.dll,GetModuleHandleA,,359
LS5000.md3,KERNEL32.dll,TerminateProcess,,817
LS5000.md3,KERNEL32.dll,GetCurrentProcess,,303
LS5000.md3,KERNEL32.dll,HeapSize,,507
LS5000.md3,KERNEL32.dll,VirtualProtect,,859
LS5000.md3,KERNEL32.dll,GetSystemInfo,,424
LS5000.md3,KERNEL32.dll,VirtualQuery,,861
LS5000.md3,KERNEL32.dll,LCMapStringA,,544
LS5000.md3,KERNEL32.dll,WideCharToMultiByte,,873
LS5000.md3,KERNEL32.dll,MultiByteToWideChar,,593
LS5000.md3,KERNEL32.dll,LCMapStringW,,545
LS5000.md3,KERNEL32.dll,UnhandledExceptionFilter,,834
LS5000.md3,KERNEL32.dll,ReadFile,,656
LS5000.md3,KERNEL32.dll,WriteFile,,886
LS5000.md3,KERNEL32.dll,SetFilePointer,,753
LS5000.md3,KERNEL32.dll,SetHandleCount,,762
LS5000.md3,KERNEL32.dll,GetStdHandle,,414
LS5000.md3,KERNEL32.dll,GetFileType,,336
LS5000.md3,KERNEL32.dll,GetStartupInfoA,,412
LS5000.md3,KERNEL32.dll,FreeEnvironmentStringsA,,227
LS5000.md3,KERNEL32.dll,GetEnvironmentStrings,,319
LS5000.md3,KERNEL32.dll,FreeEnvironmentStringsW,,228
LS5000.md3,KERNEL32.dll,GetEnvironmentStringsW,,321
LS5000.md3,KERNEL32.dll,IsBadReadPtr,,529
LS5000.md3,KERNEL32.dll,IsBadCodePtr,,526
LS5000.md3,KERNEL32.dll,GetACP,,235
LS5000.md3,KERNEL32.dll,GetOEMCP,,380
LS5000.md3,KERNEL32.dll,GetStringTypeA,,415
LS5000.md3,USER32.dll,LoadStringA,,456
LS5000.md3,USER32.dll,UnregisterClassA,,691
LS5000.md3,USER32.dll,LoadIconA,,443
LS5000.md3,USER32.dll,LoadCursorA,,439
LS5000.md3,USER32.dll,RegisterClassA,,534
LS5000.md3,USER32.dll,CreateWindowExA,,96
LS5000.md3,USER32.dll,DefWindowProcA,,142
LS5000.md3,USER32.dll,PostQuitMessage,,513
LS5000.md3,USER32.dll,GetMessageA,,314
LS5000.md3,USER32.dll,DispatchMessageA,,161
LS5000.md3,USER32.dll,TranslateMessage,,682
LS5000.md3,USER32.dll,PostMessageA,,511
LS5000.md3,GDI32.dll,GetStockObject,,421
LS5000.md3,ADVAPI32.dll,RegQueryValueExA,,491
LS5000.md3,ADVAPI32.dll,RegCloseKey,,456
LS5000.md3,ADVAPI32.dll,RegOpenKeyExA,,481
LS5000.md3,WINMM.dll,timeGetTime,,163
LS8000.md3,SHFOLDER.dll,SHGetFolderPathA,,0
LS8000.md3,SETUPAPI.dll,SetupDiGetDeviceRegistryPropertyA,,325
LS8000.md3,SETUPAPI.dll,SetupDiEnumDeviceInfo,,286
LS8000.md3,SETUPAPI.dll,SetupDiGetClassDevsA,,301
LS8000.md3,SETUPAPI.dll,SetupDiClassGuidsFromNameA,,259
LS8000.md3,SETUPAPI.dll,SetupDiDestroyDeviceInfoList,,283
LS8000.md3,KERNEL32.dll,GetCurrentProcessId,,304
LS8000.md3,KERNEL32.dll,GetTickCount,,446
LS8000.md3,KERNEL32.dll,FreeLibrary,,229
LS8000.md3,KERNEL32.dll,GetProcAddress,,393
LS8000.md3,KERNEL32.dll,LoadLibraryA,,558
LS8000.md3,KERNEL32.dll,lstrlenA,,926
LS8000.md3,KERNEL32.dll,GetModuleFileNameA,,357
LS8000.md3,KERNEL32.dll,CreateDirectoryA,,66
LS8000.md3,KERNEL32.dll,GetLastError,,346
LS8000.md3,KERNEL32.dll,GetVersionExA,,456
LS8000.md3,KERNEL32.dll,InitializeCriticalSection,,514
LS8000.md3,KERNEL32.dll,DeleteCriticalSection,,118
LS8000.md3,KERNEL32.dll,EnterCriticalSection,,139
LS8000.md3,KERNEL32.dll,LeaveCriticalSection,,557
LS8000.md3,KERNEL32.dll,CloseHandle,,44
LS8000.md3,KERNEL32.dll,WaitForSingleObject,,869
LS8000.md3,KERNEL32.dll,LocalFree,,568
LS8000.md3,KERNEL32.dll,LocalAlloc,,564
LS8000.md3,KERNEL32.dll,Sleep,,809
LS8000.md3,KERNEL32.dll,lstrcpyA,,920
LS8000.md3,KERNEL32.dll,lstrcatA,,911
LS8000.md3,KERNEL32.dll,SetEndOfFile,,744
LS8000.md3,KERNEL32.dll,RaiseException,,643
LS8000.md3,KERNEL32.dll,CreateFileA,,74
LS8000.md3,KERNEL32.dll,LoadResource,,563
LS8000.md3,KERNEL32.dll,FindResourceA,,212
LS8000.md3,KERNEL32.dll,QueryPerformanceCounter,,638
LS8000.md3,KERNEL32.dll,GetStringTypeW,,418
LS8000.md3,KERNEL32.dll,GetStringTypeA,,415
LS8000.md3,KERNEL32.dll,GetLocaleInfoA,,349
LS8000.md3,KERNEL32.dll,FlushFileBuffers,,219
LS8000.md3,KERNEL32.dll,SetStdHandle,,780
LS8000.md3,KERNEL32.dll,CreateThread,,101
LS8000.md3,KERNEL32.dll,GetCPInfo,,241
LS8000.md3,KERNEL32.dll,GetOEMCP,,380
LS8000.md3,KERNEL32.dll,HeapAlloc,,495
LS8000.md3,KERNEL32.dll,RtlUnwind,,689
LS8000.md3,KERNEL32.dll,HeapFree,,501
LS8000.md3,KERNEL32.dll,GetSystemTimeAsFileTime,,428
LS8000.md3,KERNEL32.dll,ExitThread,,172
LS8000.md3,KERNEL32.dll,GetCurrentThreadId,,306
LS8000.md3,KERNEL32.dll,TlsSetValue,,825
LS8000.md3,KERNEL32.dll,TlsGetValue,,824
LS8000.md3,KERNEL32.dll,DeleteFileA,,120
LS8000.md3,KERNEL32.dll,GetCommandLineA,,253
LS8000.md3,KERNEL32.dll,HeapDestroy,,499
LS8000.md3,KERNEL32.dll,HeapCreate,,497
LS8000.md3,KERNEL32.dll,VirtualFree,,856
LS8000.md3,KERNEL32.dll,VirtualAlloc,,853
LS8000.md3,KERNEL32.dll,HeapReAlloc,,505
